input_text,output_line1,output_line2
dryer on-off valve,DRYER,ON OFF VLV
CAUSTIC SODA TO 3-88-TK-301,NAOH->,3-83-TK-301
HYPOCHLORIDE TO 3-88-TK-601,3-88-TK-601,HYPOCHRIDE
3-90-V-102B BACKPRESSURE WATER INLET VALVE,3-90-V-102B,BP WT IN VLV
3-90-V-102D BACKPRESSURE WATER INLET VALVE,3-90-V-102D,BP WT IN VLV
3-90-V-102D H2SO4 / BACKWASH WATER INLET VALVE,3-90-V-102D,H2SO4 BW IN
3-90-F-101A INLET VALVE,3-90-F-101A,INLET VALVE
3-90-F-101B INLET VALVE,3-90-F-101B,INLET VALVE
3-90-F-101A OUTLET VALVE,3-90-F-101A,OUTLET VALVE
3-90-F-101B OUTLET VALVE,3-90-F-101B,OUTLET VALVE
3-90-F-101A BACKWASH INLET VALVE,3-90-F-101A,BW IN VLV
3-90-F-101B BACKWASH INLET VALVE,3-90-F-101B,BW IN VLV
3-90-F-101A BACKWASH OUTLET VALVE,3-90-F-101A,BW OUTLET
3-90-F-101B BACKWASH OUTLET VALVE,3-90-F-101B,BW OUT VLV
CHEMICAL LOADING TO 3-91-TK-201,3-91-TK-201,CHEM LOAD
CHEMICAL LOADING TO 3-92-TK-101,3-91-TK-101,CHEM LOAD
3-97-V-001 BOTTOM DISCHARGE,FUEL GAS,FOR PILOTS
To FGR FAN 3-82-K-102,3-82-K-102,FD FAN
CONTROL VALVE TO BLOWDOWN,CTRL VLV,BLOWDOWN
3-90-H-103 NAOH HEATER STOP,3-90-H-103,NAOH STOP
3-90-K-101A AIR FAN STOP,3-90-K-101A,AIR FAN STOP
3-90-K-101B AIR FAN STOP,3-90-K-101B,AIR FAN STOP
3-90-K-101C AIR FAN STOP,3-90-K-101C,AIR FAN STOP
3-90-K-101D AIR FAN STOP,3-90-K-101D,AIR FAN STOP
3-90-K-102A AIR BLOWER STOP,3-90-K-102A,STOP BLWR
3-90-K-102B AIR BLOWER STOP,3-90-K-102B,AIR BLR STOP
3-90-P-103A ANION EXCH. FEED PUMP STOP,3-90-P-103A,PUMP TRIP
3-90-P-103B ANION EXCH. FEED PUMP STOP,3-90-P-103B,PUMP TRIP
3-90-P-103C ANION EXCH. FEED PUMP STOP,3-90-P-103C,PUMP TRIP
3-90-P-104A NEUTRALIZATION PUMP STOP,3-90-P-104A,PUMP TRIP
3-90-P-104B NEUTRALIZATION PUMP STOP,3-90-P-104B,PUMP TRIP
3-90-P-105A H2SO4 DOSING PUMP STOP,3-90-P-105A,PUMP TRIP
3-90-P-105B H2SO4 DOSING PUMP STOP,3-90-P-105B,PUMP TRIP
3-90-P-106A NAOH DOSING PUMP STOP,3-90-P-106A,PUMP TRIP
3-90-P-106B NAOH DOSING PUMP STOP,3-90-P-106B,PUMP TRIP
3-90-P-107A REGENERATION WATER PUMP STOP,3-90-P-107A,PUMP TRIP
3-90-P-107B REGENERATION WATER PUMP STOP,3-90-P-107B,PUMP TRIP
3-90-H-103 NAOH HEATER START,3-90-H-103,NAOH STOP
3-90-K-101A AIR FAN START,3-90-K-101A,AIR FAN STOP
3-90-K-101B AIR FAN START,3-90-K-101B,AIR FAN STOP
3-90-K-101C AIR FAN START,3-90-K-101C,AIR FAN STOP
3-90-K-101D AIR FAN START,3-90-K-101D,AIR FAN STOP
3-90-K-102A AIR BLOWER START,3-90-K-102A,STOP BLWR
3-90-K-102B AIR BLOWER START,3-90-K-102B,AIR BLR STOP
3-90-P-103A ANION EXCH. FEED PUMP START,3-90-P-103A,PUMP TRIP
3-90-P-103B ANION EXCH. FEED PUMP START,3-90-P-103B,PUMP TRIP
3-90-P-103C ANION EXCH. FEED PUMP START,3-90-P-103C,PUMP TRIP
3-90-P-104A NEUTRALIZATION PUMP START,3-90-P-104A,PUMP TRIP
3-90-P-104B NEUTRALIZATION PUMP START,3-90-P-104B,PUMP TRIP
3-90-P-105A H2SO4 DOSING PUMP START,3-90-P-105A,PUMP TRIP
3-90-P-105B H2SO4 DOSING PUMP START,3-90-P-105B,PUMP TRIP
3-90-P-106A NAOH DOSING PUMP START,3-90-P-106A,PUMP TRIP
3-90-P-106B NAOH DOSING PUMP START,3-90-P-106B,PUMP TRIP
3-90-P-107A REGENERATION WATER PUMP START,3-90-P-107A,PUMP TRIP
3-90-P-107B REGENERATION WATER PUMP START,3-90-P-107B,PUMP TRIP
RE-IGNITION PILOT 1 OFF,RE-IGNITION,PILOT 1 OFF
TURBINE AXIAL DISPLACEMENT,TURBINE,DISPLACMENT
GEAR AXIAL DISPLACEMENT,GEAR AXIAL,DISPLACMENT
BEACON SIGNAL IN CCR & RR,BLC  IN,CCR&IRR
SOUNDER SIGNAL IN CCR & RR,BLC  IN,CCR&IRR
Toxic gas detector (ammonia) air intake conv.,NH3 DETECTOR,CCR & IRR
Flammable gas detector (hydrocarbon) air intk. conv.,CH DETECT IN,CCR/RR
Flammable gas detector (hydrogen) - Hazard. conv.,H2 DETECT IN,CCR/RR
HYDROGEN DETECTOR IN CCR & RR,H2 DETECT IN,CCR/RR
HYDROCARBON HIGH ALARM IN CCR & RR,CH DETECT IN,CCR/RR
HYDROGEN HIGH ALARM IN CCR & RR,H2 DETECT IN,CCR/RR
HYDROGEN HIGH ALARM IN COMM. MAIN SS,H2 DETECT IN,COMM. SS
HYDROCARBON HIGH HIGH ALARM DETECTOR IN CCR & RR,CH DETECT IN,CCR/RR
HYDROGEN HIGH HIGH ALARM IN CCR & RR,H2 DETECT IN,CCR/RR
HYDROGEN HIGH HIGH ALARM IN COMM. MAIN SS,H2 DETECT IN,COMM. SS
HYDROCARBON INDICATION IN CCR & RR,CH DETECT IN,CCR/RR
HYDROGEN INDICATION IN CCR & RR,H2 DETECT IN,CCR/RR
HYDROGEN INDICATION IN COMM. MAIN SS,H2 DETECT IN,COMM. SS
AMMONIA HIGH ALARM IN CCR & RR,NH3 DETECTOR,CCR & IRR
AMMONIA HIGH HIGH ALARM IN CCR & RR,NH3 DETECTOR,CCR & IRR
AMMONIA INDICATION IN CCR & RR,NH3 DETECTOR,CCR & IRR
MCP IN SUBSTATION AND CONTROL BUILDING,MCP IN SS &,CTRL BLDG
Water Effluent from Effluent Pumps,WATER EFFLUN,EFFLU- PUMPS
BEACON SIGNAL IN FIRE WATER,BLC IN,FIRE WATER
SOUNDER SIGNAL IN FIRE WATER,BLC IN,FIRE WATER
NATURAL GAS TO LET DOWN STATION,NAT GAS->,LET DOWN STN
WATER EFFLUENT FROM 3-87-P-104A/B,WATER EFF,FROM 87P104
Potabe Water to Distribution Header,DISTRIB HEAD,POTABLE WATER
EFFLUENT BASIN TRANSFER PUMPS 3-87-P-102A/B,WATER EFF,FROM 87P104
MOS ENABLED UTILITIES SDC FGS,MOS ENABLED,UTIL SDC FGS
ATLEAST ONE MOS ACTIVE UTILITIES SDC FGS,ONE MOS,ACTVE UT FGS
TOXIC GAS DETECTED UTILITIES SDC FGS,TOXIC GAS,UTIL SDC FGS
FLAMMABLE GAS DETECTED UTILITIES SDC FGS,FLAM GAS DET,SDC FGS
FIRE GAS DETECTED UTILITIES SDC FGS,F&G DETECT,SDC FGS
MASTER MOS UTILITIES SDC FGS,MASTER MOS,UTIL FGS SDC
REMOVE ALL UTILITIES SDC FGS,REMOVE ALL,UTIL SDC FGS
LAMP TEST UTILITIES SDC FGS,LAMP TEST,SDC FGS
HORN ACKNOWLEDGE UTILITIES SDC FGS,HORN ACKN,UTIL FGS SDC
DIESEL CONTROLLER PUMP 5-98-P-002,5-98-P-002,DIESEL PUMP
ELECTRIC CONTROLLER PUMP 5-98-P-001,ELE COTRL,EMERGCY PUMP
FIRE WATER STORAGE TANK 3-98-TK-001,3-98-TK-001,FIRE WATER
5-98-TK-201 DIEASEL DAY TANK,5-98-TK-201,DIESEL TANK
MCP IN COMMON AREA,MCP IN,COMMON
MCP IN FIRE WATER,MCP IN,FIRE AREA
From Water Tank,WATER,TANK
HP NITROGEN TO DISTRIBUTION,HP N2,DISTRIBUTION
WATER EFFLUENT FROM 3-87-P-102A/B,3-87-P-102AB,WTR EFFLUENT
FIRE WATER HEADER TO FIRE WATER NETWORK,5-98-P-002,DIESEL PUMP
5-98-P-001/002 TO FIRE WATER TANK,5-98-P-002,DIESEL PUMP
5-98-P-002 OUTLET,5-98-P-002,DIESEL PUMP
5-98-P-002 INLET,5-98-P-002,DIESEL PUMP
5-98-P-001 OUTLET,ELE COTRL,EMERGCY PUMP
5-98-P-001 INLET,ELE COTRL,EMERGCY PUMP
5-98-P-003A OUTLET,ELE COTRL,EMERGCY PUMP
5-98-P-003A INLET,ELE COTRL,EMERGCY PUMP
5-98-P-003B OUTLET,5-98-P-003B,OUTLET
5-98-P-003B INLET,5-98-P-003B,INLET
WWS TO 5-98-P-001,WWS TO,5-98-P-001
EFFLUENT BASIN TRANSFER PUMPS 3-87-P-102A/B TO B.L.,WATER EFF,FROM 87P104
5-98-P-002 OUTLET TO DIESEL CONT.,5-98-P-002,OUT->DIESEL
5-98-P-001 OUTLET TO ELECTRIC CONT.,5-98-P-001,OUT->ELE CNT
5-98-P-003A OUTLET TO JOCKEY CONT. A,5-98-P-003A,OUT->JOK CNT
5-98-P-003B OUTLET TO JOCKEY CONT. B,5-98-P-003B,OUT->JOK CNT
HORN UTILITIES SDC - FGS,HORN,UTLITIES SDC
Power Fail MC FGS 002,POWER FAIL,MC FGS 002
Power Fail MC FGS 003,POWER FAIL,MC FGS 003
Power Fail MC FGS 004,POWER FAIL,MC FGS 003
Temp Alarm MC FGS 001,TEMP ALARM,MC FGS 001
Temp Alarm MC FGS 002,TEMP ALARM,MC FGS 002
Temp Alarm MC FGS 003,TEMP ALARM,MC FGS 003
Temp Alarm MC FGS 004,TEMP ALARM,MC FGS 003
Temp Alarm SC FGS 001,POWER FAIL,SC FGS 001
BEACON SIGNAL IN INTERCONN. PIPERACK-1 - N/S,BLC IN,PIPERACK
SOUNDER SIGNAL IN INTERCONN. PIPERACK-1 - N/S,BLC IN,PIPERACK
AMMONIA DET. IN INTERCONN. PIPERACK-1 - N/S,NH3 INTERCON,PIPERACK
AMMONIA H ALARM IN INTERCONN. PIPERACK-1 - N/S,NH3 INTERCON,PIPERACK
AMMONIA HH ALARM IN INTERCONN. PIPERACK-1 - N/S,NH3 INTERCON,PIPERACK
AMMONIA IND. IN INTERCONN. PIPERACK-1 - N/S,NH3 INTERCON,PIPERACK
MCP IN INTERCONN. PIPERACK-1 - N/S,INTERCONN,PIPERACK 1
MCP IN INTERCONN. PIPERACK-2 - N/S,INTERCONN,PIPERACK 1
MCP IN AMMONIA WASTE WATER COLLECT. DEOIL.,MCP IN NH3,WASTE WATER
Temp Alarm CP NET 001,TEMP ALARM,CP NET 001
Temp Alarm CP NET 002,TEMP ALARM,CP NET 002
Temp Alarm CP NET 003,TEMP ALARM,CP NET 003
Temp Alarm CP NET 004,TEMP ALARM,CP NET 004
